ID,gender,age,annual_income (*1000$),spending_score (1-100),family_size,family_annual_income,spent_by_categories(1-10),state,job_title
4978,Male,55,92,9,5,100,7,Washington,Cook
4979,Female,69,71,49,6,144,1,Mississippi,Budget Analyst
4980,Male,66,77,84,6,188,2,Louisiana,Cook
4981,Male,32,54,85,2,95,8,Delaware,Global Logistics Supervisor
4982,Female,25,121,49,5,166,8,Georgia,Budget Analyst
4983,Female,32,45,86,4,52,2,Kentucky,Laboratory Technician
4984,Male,76,102,7,3,109,6,New York,Baker
4985,Female,64,41,91,5,106,9,Hawaii,Retail Trainee
4986,Male,57,56,40,2,77,2,Iowa,Physician
4987,Male,23,54,91,4,106,5,Nebraska,Web Developer
4988,Female,37,48,87,3,128,2,California,Restaurant Manager
4989,Male,32,82,94,5,122,7,Iowa,Banker
4991,Male,20,104,91,6,164,5,Texas,Restaurant Manager
4992,Male,16,47,42,2,171,6,Utah,Design Engineer
4993,Female,26,120,7,6,164,4,New York,Health Educator
4994,Male,22,92,74,2,56,5,Georgia,Project Manager
4995,Male,42,47,34,2,87,3,Michigan,Doctor
4996,Female,38,105,59,5,160,2,South Dakota,CNC Operator
4997,Female,55,119,55,4,173,4,Pennsylvania,Front Desk Coordinator
4998,Female,21,50,52,6,84,1,Michigan,Loan Officer
4999,Male,65,99,74,4,137,4,North Carolina,Dentist
5000,Male,70,88,86,3,102,5,Michigan,Insurance Broker
5001,Female,71,53,22,3,189,2,Kansas,Executive Director
5002,Female,55,105,24,4,147,9,Missouri,Steward
5003,Female,42,61,6,2,116,5,Virginia,Doctor
5004,Male,46,109,61,6,149,6,New Mexico,Physician
5005,Female,26,63,56,4,84,2,Texas,Design Engineer
5006,Female,42,78,74,5,113,6,Minnesota,Business Broker
5007,Female,75,127,12,5,90,8,California,Baker
5008,Female,47,95,57,4,101,2,New Jersey,Webmaster
5009,Female,29,121,56,2,91,1,Texas,HR Coordinator
5010,Male,44,67,60,2,116,2,New York,Stockbroker
5011,Male,17,123,47,4,178,7,Florida,Retail Trainee
5012,Female,73,94,20,4,89,1,Illinois,CNC Operator
5013,Female,68,54,90,5,143,2,Texas,Lecturer
5014,Female,75,117,23,4,95,3,New York,Dentist
5015,Male,27,110,47,2,78,8,California,Fabricator
5016,Male,66,53,31,2,128,8,Ohio,Global Logistics Supervisor
5017,Female,64,59,12,3,104,1,Illinois,Executive Director
5018,Female,55,64,72,6,62,1,South Carolina,Service Supervisor
5019,Female,17,116,81,5,104,7,Georgia,Doctor
5020,Female,34,98,21,4,152,9,South Dakota,Healthcare Specialist
5021,Female,43,77,91,5,162,5,Indiana,Design Engineer
5022,Male,22,46,18,2,153,9,New York,IT Support Staff
5023,Male,48,50,70,5,148,9,California,Cash Manager
5024,Female,39,75,13,4,108,6,New York,Business Broker
5025,Male,36,53,27,4,105,2,New York,Retail Trainee
5026,Male,48,55,42,2,139,3,South Carolina,Cash Manager
5027,Male,40,48,9,5,70,7,North Carolina,Bookkeeper
5028,Male,17,63,55,6,94,3,New York,Cash Manager
5029,Male,45,119,53,4,138,2,North Carolina,Project Manager
5030,Male,70,93,6,2,120,2,Missouri,Physician
5031,Female,27,102,57,4,161,3,Tennessee,Staffing Consultant
5032,Female,41,74,94,4,102,5,Texas,Call Center Representative
5033,Male,59,124,93,4,92,4,Washington,Budget Analyst
5034,Female,29,72,92,4,100,7,Iowa,Food Technologist
5035,Female,49,82,26,4,153,5,West Virginia,Mobile Developer
5036,Male,53,79,30,3,53,3,Kentucky,Fabricator
5037,Female,78,42,4,5,67,9,Indiana,Health Educator
5038,Male,30,91,94,5,113,2,South Dakota,Cook
5039,Female,66,99,84,4,125,7,California,Biologist
5040,Male,18,48,68,3,107,5,Florida,Biologist
5041,Female,17,53,36,2,157,1,Florida,Mobile Developer
5042,Female,52,55,38,4,132,3,Kansas,Clerk
5043,Female,73,112,80,2,130,1,Alabama,Machine Operator
5045,Female,32,86,69,5,125,8,Texas,Healthcare Specialist
5046,Male,32,120,48,6,164,2,Pennsylvania,Accountant
5047,Female,24,106,18,6,65,5,Oregon,Ambulatory Nurse
5048,Male,16,68,82,4,65,4,California,Business Broker
5049,Male,36,91,4,3,152,8,Georgia,Restaurant Manager
5050,Male,31,127,32,2,107,5,Pennsylvania,Stockbroker
5051,Male,64,69,63,5,63,9,Connecticut,Loan Officer
5052,Female,23,58,75,5,101,5,South Carolina,Auditor
5053,Female,78,119,20,2,154,1,Texas,Service Supervisor
5054,Male,17,59,43,4,186,9,Hawaii,Design Engineer
5055,Male,65,92,26,5,118,9,Kansas,Lecturer
5056,Female,66,77,61,3,53,8,California,Software Engineer
5057,Male,72,51,71,3,110,8,Louisiana,Healthcare Specialist
5058,Female,54,71,69,3,118,4,West Virginia,IT Support Staff
5059,Male,69,75,20,3,160,6,West Virginia,Steward
5060,Male,66,61,36,2,177,6,Florida,Inspector
5061,Female,29,121,77,3,85,4,South Carolina,Healthcare Specialist
5062,Male,32,101,12,3,80,5,Ohio,Chef Manager
5063,Male,32,101,73,5,132,4,Texas,Production Painter
5064,Male,49,97,14,6,125,9,West Virginia,Inspector
5065,Female,70,66,20,6,165,2,California,Restaurant Manager
5066,Male,57,76,42,4,100,5,California,Laboratory Technician
5067,Female,41,45,78,2,66,6,Michigan,Retail Trainee
5069,Male,27,116,64,2,80,1,Utah,Electrician
5070,Female,66,80,27,2,187,7,New York,Designer
5071,Female,51,124,44,5,129,6,California,Cash Manager
5072,Male,16,59,26,2,152,5,Indiana,Systems Administrator
5073,Female,41,118,63,5,116,4,Kentucky,Designer
5074,Male,43,65,11,5,178,3,Illinois,Bellman
5075,Male,16,122,19,2,56,5,Utah,Dentist
5076,Female,35,103,35,5,163,7,Arizona,Treasurer
5077,Male,73,121,12,3,188,7,Minnesota,Biologist
5078,Male,25,74,31,3,52,5,New Jersey,Cook
5079,Male,26,96,70,5,179,7,Massachusetts,Front Desk Coordinator
5080,Female,76,90,79,3,141,1,Louisiana,Inspector
5081,Male,41,91,75,6,92,9,Illinois,Laboratory Technician
5082,Female,78,106,18,3,54,3,New York,Health Educator
5083,Female,61,109,74,2,124,6,Idaho,Project Manager
5084,Male,59,104,36,3,123,6,Florida,Systems Administrator
5085,Female,36,114,57,4,86,2,Illinois,Budget Analyst
5086,Male,74,72,60,6,137,6,Mississippi,Insurance Broker
5087,Male,36,68,49,6,140,3,New Hampshire,Auditor
5088,Male,42,71,91,3,184,9,Kansas,Healthcare Specialist
5090,Female,63,44,34,5,147,9,Delaware,Global Logistics Supervisor
5091,Male,69,81,77,6,185,5,Indiana,Accountant
5092,Female,43,86,90,2,129,3,Idaho,Cash Manager
5093,Female,25,116,24,6,147,3,Connecticut,Investment  Advisor
5094,Female,52,76,39,6,115,7,Kansas,Inspector
5095,Male,70,108,57,6,116,2,California,Associate Professor
5097,Male,48,50,68,6,72,9,Minnesota,Fabricator
5098,Female,23,92,3,4,117,4,Virginia,Cashier
5099,Male,26,109,11,3,133,5,Michigan,HR Coordinator
5100,Female,42,57,79,5,181,7,Oregon,Electrician
5102,Female,62,124,55,5,119,7,Oregon,Physician
5103,Female,43,56,19,2,116,8,Maryland,Health Educator
5104,Female,36,90,49,6,103,2,Utah,Service Supervisor
5105,Female,49,41,81,4,153,5,South Dakota,Web Developer
5106,Male,57,89,32,2,55,8,Mississippi,Ambulatory Nurse
5107,Male,17,92,1,3,72,2,Indiana,Software Engineer
5108,Female,49,52,48,4,63,4,New Hampshire,Assistant Buyer
5109,Female,29,89,28,3,67,7,Virginia,Accountant
5110,Male,38,112,8,4,157,9,Oregon,Lecturer
5112,Male,47,44,89,5,74,5,Texas,Global Logistics Supervisor
5113,Female,73,43,73,5,186,7,Missouri,Auditor
5114,Female,35,108,35,6,180,2,South Dakota,Webmaster
5115,Male,58,76,22,3,53,3,Alabama,Cash Manager
5116,Female,54,65,42,6,144,9,Washington,Fabricator
5117,Female,39,50,3,6,98,7,Kentucky,Dentist
5118,Male,65,111,15,4,150,5,Alabama,Mobile Developer
5119,Male,69,111,44,4,127,9,Pennsylvania,Chef Manager
5120,Female,78,85,65,5,89,5,New York,Healthcare Specialist
5121,Male,48,111,41,4,126,8,New York,Loan Officer
5122,Female,22,101,36,2,68,6,New Jersey,Clerk
5123,Male,39,64,83,6,183,3,Minnesota,Cook
5124,Female,19,90,60,4,80,1,New Hampshire,CNC Operator
5125,Female,68,74,18,6,171,3,California,Lecturer
5126,Male,67,114,83,4,177,2,Hawaii,Cook
5127,Female,58,96,66,2,72,5,North Dakota,Auditor
5128,Male,27,104,62,5,121,9,Minnesota,HR Coordinator
5129,Female,22,85,2,4,103,2,South Carolina,Dentist
5130,Male,22,115,41,5,59,2,South Carolina,Fabricator
5131,Male,30,58,66,4,124,1,Kansas,Retail Trainee
5133,Male,66,129,32,6,186,4,Iowa,Bellman
5134,Male,31,128,4,5,113,8,Nebraska,Lecturer
5135,Female,17,82,1,5,179,1,Pennsylvania,Budget Analyst
5136,Female,50,86,45,6,126,3,Nevada,Treasurer
5137,Female,66,50,57,5,146,1,Texas,Treasurer
5139,Male,78,104,54,5,158,7,New York,Fabricator
5141,Female,19,86,13,2,135,5,New Hampshire,Steward
5142,Female,30,53,81,4,78,1,Texas,Auditor
5143,Male,52,117,63,3,101,3,Nevada,Baker
5144,Female,42,103,73,2,170,5,West Virginia,Chef Manager
5145,Male,37,74,13,6,187,7,New York,Lecturer
5146,Female,32,127,29,6,88,2,Alabama,Loan Officer
5147,Male,53,129,19,6,163,5,Indiana,Machine Operator
5148,Female,44,51,78,5,138,2,Kentucky,Global Logistics Supervisor
5149,Female,23,65,71,4,159,5,New York,Treasurer
5150,Female,52,100,61,5,144,4,Washington,Designer
5151,Female,36,76,86,6,186,1,California,Production Painter
5152,Female,44,47,65,2,80,3,Virginia,Machine Operator
5153,Female,22,94,83,2,75,7,Georgia,Pharmacist
5154,Female,74,87,60,5,90,7,New York,Paramedic
5155,Female,34,112,45,5,83,4,North Carolina,Physician
5156,Male,23,82,1,5,100,7,Idaho,Auditor
5157,Male,51,44,54,2,77,9,New York,Loan Officer
5158,Female,70,69,22,4,61,3,California,Fabricator
5159,Female,64,40,47,5,74,4,Michigan,Paramedic
5160,Female,23,82,17,3,68,2,Virginia,Health Educator
5161,Male,75,42,54,2,126,7,Arizona,Webmaster
5162,Male,50,75,13,6,112,5,West Virginia,Loan Officer
5163,Male,38,93,48,3,109,4,Kansas,Banker
5164,Male,19,106,54,4,161,7,New York,Physician
5166,Male,53,65,48,6,186,3,Texas,Investment  Advisor
5167,Male,50,66,14,6,53,8,Florida,Executive Director
5168,Male,16,47,79,4,136,3,Indiana,Fabricator
5169,Female,16,129,9,5,90,7,Virginia,Bookkeeper
5170,Male,22,56,81,6,170,8,New York,Baker
5171,Female,68,98,2,2,136,5,New York,Bellman
5172,Female,72,76,93,6,75,6,Virginia,Ambulatory Nurse
5173,Male,50,42,21,5,140,8,Arizona,Auditor
5175,Female,31,55,55,6,131,7,Washington,Food Technologist
5176,Male,51,81,79,2,147,7,New Mexico,Cashier
5177,Female,27,89,38,3,83,8,Colorado,Inspector
5178,Male,53,58,25,5,56,3,New York,Health Educator
5179,Female,50,62,16,3,83,9,Utah,Assistant Buyer
5180,Female,71,97,51,3,140,7,Nebraska,Designer
5181,Male,17,61,1,6,149,3,Washington,Business Broker
5183,Male,55,123,59,6,184,9,South Carolina,Inspector
5184,Female,48,66,78,3,184,3,Iowa,Investment  Advisor
5185,Male,60,44,64,6,174,8,New York,Dentist
5186,Male,32,106,2,3,66,1,Colorado,Restaurant Manager
5187,Female,54,61,4,5,169,9,Utah,Bookkeeper
5188,Female,54,50,43,3,131,5,Virginia,Software Engineer
5189,Female,43,95,87,3,66,7,Texas,Cook
5190,Male,54,46,29,6,95,4,North Dakota,Food Technologist
5191,Male,56,102,52,2,71,1,Texas,Insurance Broker
5193,Female,54,100,47,5,106,5,Alabama,Lecturer
5194,Female,45,60,50,6,116,7,California,Auditor
5195,Female,45,87,76,5,59,6,Nevada,IT Support Staff
5196,Male,20,69,39,2,101,9,Utah,Auditor
5197,Male,30,101,78,4,67,6,Florida,Doctor
5198,Female,71,77,48,4,138,1,New York,Bookkeeper
5199,Male,52,73,8,4,61,1,Florida,Staffing Consultant
5200,Female,48,51,27,4,160,7,Kentucky,Doctor
5201,Female,24,99,9,6,117,6,Florida,Service Supervisor
5202,Female,19,76,31,6,60,8,Tennessee,Doctor
5203,Male,60,129,56,6,61,7,New York,Inspector
5204,Female,35,98,18,2,140,9,Texas,Fabricator
5206,Male,24,83,67,4,161,2,California,Doctor
5207,Female,44,119,8,4,188,4,Virginia,Doctor
5208,Male,47,80,11,2,155,7,Nevada,Investment  Advisor
5209,Female,69,104,45,6,153,8,Massachusetts,Lecturer
5210,Female,66,43,28,3,188,4,Hawaii,Cook
5211,Female,68,94,22,3,115,6,Illinois,Call Center Representative
5212,Female,30,114,79,6,180,7,New York,Healthcare Specialist
5213,Female,43,97,88,5,100,4,Kansas,Bookkeeper
5214,Female,65,72,88,3,71,3,New York,Fabricator
5215,Male,42,64,72,3,87,9,Virginia,Health Educator
5216,Male,76,96,68,2,139,2,New Jersey,Webmaster
5217,Female,45,92,54,4,95,8,Nevada,Webmaster
5218,Female,29,60,87,5,157,2,New York,Machine Operator
5219,Male,26,108,36,6,111,2,South Dakota,Bookkeeper
5220,Female,49,129,16,3,135,8,Texas,Cashier
5221,Female,20,105,64,5,59,7,Kentucky,CNC Operator
5222,Male,34,126,5,5,171,7,Washington,Bookkeeper
5223,Male,26,47,77,5,76,2,Missouri,Production Painter
5224,Female,39,91,78,2,94,4,California,Executive Director
5225,Male,41,101,37,2,144,6,Massachusetts,Budget Analyst
5226,Male,52,127,27,5,85,9,Hawaii,Auditor
5227,Female,52,45,80,4,70,7,Minnesota,Food Technologist
5228,Female,54,86,3,3,159,5,Texas,Call Center Representative
5229,Male,32,86,17,3,103,4,Texas,Business Broker
5230,Male,48,53,17,6,76,3,Florida,Inspector
5231,Male,42,126,26,2,93,1,Massachusetts,HR Specialist
5232,Female,28,62,75,6,132,1,Massachusetts,Biologist
5234,Female,55,110,57,2,78,3,Arizona,Restaurant Manager
5235,Male,44,64,17,2,75,3,Illinois,Healthcare Specialist
5236,Male,37,56,84,3,135,4,Maryland,Design Engineer
5237,Male,58,114,86,4,72,4,New Jersey,Electrician
5238,Male,63,108,65,5,90,1,Florida,Restaurant Manager
5239,Female,16,43,75,6,71,4,Nevada,Cash Manager
5240,Female,49,123,8,2,141,6,Illinois,Machine Operator
5241,Male,49,103,54,2,106,6,Michigan,Restaurant Manager
5242,Female,51,93,56,3,173,6,Oregon,Inspector
5243,Male,47,73,15,6,154,8,New Jersey,Software Engineer
5244,Female,58,45,26,6,73,3,Georgia,Global Logistics Supervisor
5245,Female,69,106,24,6,83,9,Pennsylvania,Executive Director
5246,Female,52,76,41,2,88,2,Idaho,Call Center Representative
5247,Male,70,119,6,3,171,5,Pennsylvania,Production Painter
5248,Male,20,62,39,5,177,7,California,Designer
5249,Female,45,129,47,2,61,3,New Jersey,Fabricator
5250,Male,61,118,42,6,149,9,New Jersey,Paramedic
5251,Male,52,105,45,4,187,3,Connecticut,Assistant Buyer
5252,Male,78,71,90,4,66,8,Illinois,Bellman
5253,Female,64,54,83,3,173,2,Florida,Audiologist
5254,Female,20,61,7,6,87,7,Georgia,Banker
5255,Female,29,127,87,3,56,3,Hawaii,CNC Operator
5256,Male,51,98,53,4,54,4,Alabama,Investment  Advisor
5257,Female,43,90,65,3,113,7,Texas,Project Manager
5258,Male,38,78,91,4,109,8,Iowa,Software Engineer
5259,Female,33,118,54,2,103,4,Kentucky,Lecturer
5260,Female,69,60,25,3,99,6,Iowa,Call Center Representative
5261,Male,16,118,71,4,118,2,South Carolina,Bellman
5262,Female,21,54,8,2,122,6,Texas,Staffing Consultant
5263,Male,77,103,15,3,124,1,Utah,Executive Director
5264,Female,47,96,85,6,125,4,Minnesota,Dentist
5265,Male,60,100,51,5,162,6,Kansas,Laboratory Technician
5266,Male,55,109,69,5,99,3,Kentucky,Chef Manager
5268,Female,42,123,75,5,99,3,New York,Staffing Consultant
5269,Male,71,41,87,3,74,7,Nevada,Designer
5270,Male,57,102,12,3,99,7,Nebraska,Investment  Advisor
5271,Male,37,126,51,5,102,7,North Carolina,Steward
5272,Female,23,58,84,2,122,8,California,IT Support Staff
5273,Female,49,48,69,3,115,7,Mississippi,Physician
5274,Male,44,121,53,2,126,9,Michigan,Healthcare Specialist
5275,Male,60,113,75,4,68,4,Nebraska,Project Manager
5276,Female,53,70,15,6,167,2,Washington,Designer
5277,Male,71,84,74,5,134,2,South Dakota,Machine Operator
5278,Male,34,112,42,5,95,7,Pennsylvania,Healthcare Specialist
5279,Female,71,108,65,6,59,1,Texas,Software Engineer
5280,Male,59,69,9,3,132,2,Oregon,Pharmacist
5281,Female,62,44,47,3,80,8,Hawaii,Webmaster
5282,Female,69,125,89,2,157,2,Nebraska,CNC Operator
5284,Male,57,62,40,3,94,8,Arizona,Physician
5285,Female,25,58,7,2,120,7,Indiana,Banker
5286,Female,38,41,38,3,115,7,South Carolina,Cash Manager
5287,Male,19,117,42,4,117,6,Georgia,Production Painter
5288,Female,69,69,36,4,100,2,Massachusetts,Retail Trainee
5289,Male,48,109,43,5,156,6,New York,Dentist
5290,Female,21,128,15,3,79,3,Mississippi,Production Painter
5291,Male,28,113,10,5,137,9,New Jersey,Food Technologist
5292,Female,64,82,56,2,156,3,New York,Operator
5293,Male,58,78,69,3,174,8,Utah,Project Manager
5294,Male,41,68,46,5,183,7,New Jersey,Treasurer
5295,Male,72,120,8,5,164,6,New York,Food Technologist
5296,Female,70,126,84,6,88,7,California,Service Supervisor
5297,Male,65,96,74,6,169,4,Connecticut,Treasurer
5298,Male,53,93,81,6,189,7,New Hampshire,Business Broker
5299,Female,44,56,45,3,78,4,New Mexico,Call Center Representative
5300,Male,53,113,6,3,187,3,Minnesota,Fabricator
5301,Male,51,90,73,4,97,3,Missouri,Banker
5302,Female,39,128,41,4,94,5,New York,Webmaster
5303,Female,76,70,30,6,117,7,Michigan,Call Center Representative
5304,Male,56,56,33,2,155,8,New Mexico,CNC Operator
5305,Female,36,83,77,2,168,6,Illinois,Biologist
5306,Female,20,93,39,3,111,2,Arizona,Bookkeeper
5307,Male,60,79,92,2,169,2,Tennessee,Ambulatory Nurse
5308,Male,22,53,52,6,64,5,Idaho,Cash Manager
5309,Female,39,123,69,4,143,1,Mississippi,Food Technologist
5310,Male,53,99,89,3,83,8,Georgia,Assistant Buyer
5312,Male,54,127,60,2,76,7,Texas,Chef Manager
5313,Female,36,96,74,2,168,4,Virginia,Restaurant Manager
5314,Female,73,116,13,4,173,4,North Carolina,Investment  Advisor
5315,Male,76,54,69,5,184,6,Oregon,Bookkeeper
5316,Female,23,44,27,3,103,3,Washington,Stockbroker
5317,Male,55,121,4,2,60,7,Florida,Designer
5318,Male,64,81,20,5,171,2,Nevada,Fabricator
5319,Female,39,80,89,2,67,8,Idaho,Systems Administrator
5320,Female,24,52,59,3,73,1,New York,Assistant Buyer
5321,Female,64,117,47,4,145,6,New York,Biologist
5322,Male,42,42,63,3,123,2,Ohio,Loan Officer
5324,Male,76,55,55,6,115,5,North Carolina,Mobile Developer
5325,Male,73,124,32,6,70,1,New York,Doctor
5326,Female,20,58,74,3,55,7,Texas,Insurance Broker
5328,Female,26,76,45,4,98,3,South Carolina,Cash Manager
5329,Male,21,95,8,4,157,7,Indiana,Investment  Advisor
5330,Female,63,56,77,3,153,9,Mississippi,Executive Director
5331,Female,51,109,28,6,169,6,Maryland,Front Desk Coordinator
5332,Male,17,78,15,2,189,2,Hawaii,Software Engineer
5333,Female,64,58,77,3,85,9,Tennessee,Business Broker
5335,Male,74,42,26,2,148,3,North Dakota,Executive Director
5336,Male,77,47,77,6,72,3,Ohio,Dentist
5337,Male,16,97,62,4,100,1,New Jersey,Physician
5338,Female,64,98,4,5,144,7,Ohio,Executive Director
5339,Female,70,122,71,2,114,3,Utah,Service Supervisor
5340,Female,36,61,66,5,69,3,New York,Machine Operator
5341,Female,54,90,61,5,169,3,California,Dentist
5342,Male,37,62,53,5,56,1,Nevada,Clerk
5343,Female,65,113,90,3,102,5,Ohio,Accountant
5344,Male,33,59,86,6,98,3,Iowa,Dentist
5345,Male,28,48,59,2,108,1,Kentucky,Dentist
5346,Male,38,114,59,5,177,8,Tennessee,Accountant
5347,Female,36,109,42,6,75,1,New Hampshire,Global Logistics Supervisor
5348,Male,66,115,35,6,169,6,Utah,Paramedic
5349,Male,64,120,60,4,58,4,Tennessee,Web Developer
5350,Male,56,126,71,6,164,4,New Jersey,Bookkeeper
5351,Female,57,128,74,6,85,5,Florida,Electrician
5352,Male,52,108,40,6,135,4,California,Service Supervisor
5353,Female,43,52,79,5,66,8,California,Webmaster
5354,Female,76,75,90,4,143,8,Missouri,Assistant Buyer
5355,Female,77,127,31,5,184,8,Georgia,Insurance Broker
5356,Male,33,114,93,2,174,5,California,Project Manager
5357,Male,42,126,51,4,93,2,Mississippi,Service Supervisor
5358,Female,36,77,50,3,156,5,Florida,Web Developer
5359,Male,34,66,25,5,71,2,New Mexico,Bookkeeper
5360,Male,55,41,83,6,69,1,Indiana,Paramedic
5361,Male,19,100,41,4,60,8,Texas,Machine Operator
5362,Male,55,126,25,4,67,1,New Jersey,Systems Administrator
5364,Male,18,127,79,6,76,6,Nevada,Operator
5365,Male,67,103,33,3,127,7,Mississippi,Healthcare Specialist
5366,Male,35,95,55,2,64,1,New York,Healthcare Specialist
5367,Male,32,102,57,5,104,6,Minnesota,Healthcare Specialist
5368,Female,27,116,11,6,102,9,New Jersey,Auditor
5369,Male,43,62,73,2,113,4,Illinois,Electrician
5370,Female,22,94,58,6,57,1,Minnesota,Electrician
5371,Male,50,85,82,3,172,5,Georgia,Lecturer
5372,Female,36,92,63,5,102,9,Hawaii,Cook
5373,Male,32,77,37,3,107,5,Washington,Associate Professor
5375,Male,71,111,83,5,168,5,Massachusetts,Auditor
5376,Male,26,92,43,6,137,1,California,Production Painter
5377,Male,29,62,60,4,84,3,Idaho,Banker
5378,Male,51,81,30,3,65,5,Idaho,Lecturer
5379,Male,53,66,70,6,66,3,Idaho,Business Broker
5380,Male,64,111,50,6,159,6,New York,Front Desk Coordinator
5382,Female,49,86,20,2,153,8,Michigan,Global Logistics Supervisor
5383,Male,61,78,80,6,146,7,Ohio,Audiologist
5384,Male,34,56,4,6,189,6,New York,Executive Director
5385,Female,77,68,29,6,99,3,West Virginia,Cook
5386,Male,18,75,88,4,164,5,New York,Cash Manager
5387,Male,60,115,73,3,170,3,New York,Design Engineer
5388,Female,60,117,33,6,189,4,New York,Auditor
5389,Male,25,77,28,4,117,8,Iowa,IT Support Staff
5390,Male,42,117,31,5,151,2,Texas,Food Technologist
5391,Male,61,60,48,6,78,2,California,Banker
5392,Male,34,59,73,6,134,3,Michigan,Doctor
5394,Male,65,50,77,4,151,8,Hawaii,Cashier
5395,Male,65,68,82,5,87,2,Missouri,Health Educator
5396,Female,51,69,16,2,56,7,Ohio,Bellman
5397,Female,55,72,64,5,140,2,New Mexico,Cash Manager
5398,Female,36,57,81,4,81,6,New York,Electrician
5399,Female,62,47,61,6,95,4,Texas,Machine Operator
5400,Female,73,121,8,2,146,4,New Jersey,Restaurant Manager
5401,Male,60,111,21,3,69,3,New York,Call Center Representative
5402,Female,48,63,77,5,136,5,Texas,Service Supervisor
5403,Female,23,103,79,2,163,4,New York,Operator
5405,Female,74,68,80,2,123,6,California,Chef Manager
5406,Female,56,113,73,5,53,9,Ohio,Pharmacist
5407,Female,25,97,77,2,107,5,Texas,Machine Operator
5408,Male,52,77,16,4,92,7,Alabama,Insurance Broker
5409,Female,37,106,43,5,77,2,Virginia,Inspector
5410,Female,76,116,73,6,166,3,Michigan,Treasurer
5411,Female,17,68,60,5,135,2,Colorado,Front Desk Coordinator
5412,Female,24,54,40,3,102,4,Utah,Restaurant Manager
5413,Male,32,94,62,6,151,7,New Jersey,Designer
5414,Female,29,41,9,5,75,9,Missouri,Machine Operator
5415,Male,47,118,47,6,155,7,Indiana,Chef Manager
5416,Male,19,71,89,4,155,4,South Carolina,Machine Operator
5417,Female,47,80,74,4,54,1,Missouri,Treasurer
5418,Male,34,80,11,6,157,4,Minnesota,Stockbroker
5419,Female,34,59,52,2,186,8,Minnesota,Electrician
5420,Male,33,71,70,2,120,1,California,Dentist
5421,Female,56,94,25,3,69,6,Arizona,Dentist
5422,Female,32,118,55,2,132,3,Hawaii,Call Center Representative
5423,Female,74,76,88,3,66,9,Texas,Banker
5424,Female,33,41,1,4,96,6,North Carolina,Cashier
5425,Male,50,40,2,4,123,4,Mississippi,Assistant Buyer
5426,Male,21,79,58,5,156,2,New Jersey,Paramedic
5427,Female,68,66,67,6,64,2,Alabama,Business Broker
5428,Female,32,93,58,2,139,8,New York,Audiologist
5430,Male,77,45,17,6,130,2,Pennsylvania,Business Broker
5431,Male,49,100,94,5,187,5,Florida,Budget Analyst
5432,Female,66,59,1,4,65,8,Ohio,Clerk
5433,Female,63,81,39,5,182,2,Indiana,Treasurer
5434,Female,48,64,3,4,76,4,Oregon,Assistant Buyer
5435,Male,76,118,36,6,95,7,Missouri,Insurance Broker
5436,Male,31,108,81,2,130,1,Iowa,Ambulatory Nurse
5438,Male,63,60,41,2,93,8,Missouri,Clerk
5439,Female,18,99,10,5,74,7,New Mexico,HR Coordinator
5440,Male,24,97,93,3,70,9,Louisiana,Treasurer
5441,Male,46,97,49,2,55,9,Pennsylvania,Bookkeeper
5442,Female,74,102,10,4,162,4,Massachusetts,Ambulatory Nurse
5443,Female,18,67,44,2,126,1,Iowa,Laboratory Technician
5444,Female,20,64,11,4,153,4,New York,Pharmacist
5445,Female,40,98,5,3,82,4,Michigan,Webmaster
5446,Female,77,74,37,6,160,2,Utah,Health Educator
5447,Female,59,57,80,4,138,6,West Virginia,Call Center Representative
5448,Male,28,119,67,3,82,4,Iowa,Restaurant Manager
5449,Female,50,109,57,2,107,6,Hawaii,Associate Professor
5450,Female,27,105,54,5,120,2,Nebraska,Lecturer
5451,Male,67,122,72,2,129,1,South Carolina,Restaurant Manager
5453,Female,59,68,90,2,85,5,Texas,CNC Operator
5454,Male,49,100,48,3,92,6,Connecticut,Webmaster
5455,Male,75,107,58,3,150,2,Utah,Web Developer
5456,Male,49,48,51,5,178,5,Ohio,Lecturer
5457,Male,64,104,41,4,174,2,Georgia,Healthcare Specialist
5458,Male,72,46,8,5,54,9,Texas,Assistant Buyer
5459,Male,31,46,59,2,124,4,California,Treasurer
5460,Male,57,75,63,4,126,2,Delaware,Bellman
5461,Male,54,124,11,4,147,4,North Dakota,Treasurer
5462,Female,61,59,15,5,170,6,Missouri,Cash Manager
5463,Female,17,104,87,3,67,5,New Mexico,Lecturer
5464,Female,52,102,33,6,120,3,Texas,Project Manager
5465,Male,36,68,13,3,64,4,Arizona,Loan Officer
5467,Male,76,80,58,6,108,1,Nevada,Associate Professor
5468,Male,56,41,80,6,75,7,Texas,Clerk
5469,Female,27,84,89,3,147,5,Kentucky,Physician
5470,Male,34,50,55,3,73,8,Texas,Investment  Advisor
5472,Female,33,77,64,5,58,4,Georgia,Cashier
5473,Male,33,75,82,5,86,5,New York,Biologist
5474,Male,74,67,60,2,82,2,Florida,Service Supervisor
5475,Female,37,101,75,4,98,8,New York,Treasurer
5476,Male,35,76,7,2,161,1,New York,Pharmacist
5477,Male,50,90,25,3,178,9,Nebraska,Clerk
5478,Male,53,99,24,4,126,6,Tennessee,Design Engineer
5479,Male,78,99,43,2,55,5,Arizona,Budget Analyst
5480,Female,78,108,1,3,65,7,New Mexico,Chef Manager
5481,Female,16,120,26,3,69,6,Kansas,Mobile Developer
